tool_link,tool_link_host,tool_link_path,requirements_txt,requirements_txt_no_version
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,websocket-client>=0.54.0,websocket-client
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,autobahn>=17.10.1,autobahn
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,colorama>=0.3.9,colorama
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,deprecation>=1.0.1,deprecation
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,flask>=1.0,flask
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,IPy>=0.83,ipy
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,mockito>=1.0.12,mockito
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,pgcli>=1.8.2,pgcli
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,requests>=2.18.4,requests
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,tornado==4.5.1,tornado
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,tqdm>=4.15.0,tqdm
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,whoosh>=2.7.4,whoosh
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,cairocffi==0.9.0,cairocffi
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,pycairo==1.18.1,pycairo
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,PyGObject==3.32.1,pygobject
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,lxml==4.3.3,lxml
http://github.com/infobyte/faraday,github.com,/infobyte/faraday,html2text==2019.8.11,html2text
https://github.com/00xc/h2buster,github.com,/00xc/h2buster,hyper==0.7.0,hyper
https://github.com/0x00-0x00/ShellPop,github.com,/0x00-0x00/ShellPop,pyperclip,pyperclip
https://github.com/0x00-0x00/ShellPop,github.com,/0x00-0x00/ShellPop,netifaces,netifaces
https://github.com/0x00-0x00/ShellPop,github.com,/0x00-0x00/ShellPop,argcomplete,argcomplete
https://github.com/0x09AL/DropboxC2C,github.com,/0x09AL/DropboxC2C,dropbox,dropbox
https://github.com/0x09AL/DropboxC2C,github.com,/0x09AL/DropboxC2C,pyinstaller,pyinstaller
https://github.com/0x09AL/DropboxC2C,github.com,/0x09AL/DropboxC2C,psutil,psutil
https://github.com/0x4D31/burpa,github.com,/0x4D31/burpa,slackclient,slackclient
https://github.com/0x4D31/burpa,github.com,/0x4D31/burpa,requests>=2.4.2,requests
https://github.com/0x4D31/salt-scanner,github.com,/0x4D31/salt-scanner,salt==2016.11.5,salt
https://github.com/0x4D31/salt-scanner,github.com,/0x4D31/salt-scanner,slackclient==1.0.5,slackclient
https://github.com/0x4D31/salt-scanner,github.com,/0x4D31/salt-scanner,jira,jira
https://github.com/0x4D31/salt-scanner,github.com,/0x4D31/salt-scanner,opsgenie-sdk,opsgenie-sdk
https://github.com/0xInfection/XSRFProbe,github.com,/0xInfection/XSRFProbe,requests,requests
https://github.com/0xInfection/XSRFProbe,github.com,/0xInfection/XSRFProbe,bs4,bs4
https://github.com/0xInfection/XSRFProbe,github.com,/0xInfection/XSRFProbe,request,request
https://github.com/0xInfection/XSRFProbe,github.com,/0xInfection/XSRFProbe,stringdist,stringdist
https://github.com/0xInfection/XSRFProbe,github.com,/0xInfection/XSRFProbe,tld,tld
https://github.com/0xInfection/XSRFProbe,github.com,/0xInfection/XSRFProbe,yattag,yattag
https://github.com/0xPrateek/Stardox,github.com,/0xPrateek/Stardox,requests==2.20.0,requests
https://github.com/0xPrateek/Stardox,github.com,/0xPrateek/Stardox,beautifulsoup4==4.6.3,beautifulsoup4
https://github.com/0xPrateek/Stardox,github.com,/0xPrateek/Stardox,lxml==4.3.0,lxml
https://github.com/0xR0/shellver,github.com,/0xR0/shellver,requests,requests
https://github.com/0xbug/SQLiScanner,github.com,/0xbug/SQLiScanner,celery==3.1.23,celery
https://github.com/0xbug/SQLiScanner,github.com,/0xbug/SQLiScanner,Django==1.9,django
https://github.com/0xbug/SQLiScanner,github.com,/0xbug/SQLiScanner,django-celery==3.1.17,django-celery
https://github.com/0xbug/SQLiScanner,github.com,/0xbug/SQLiScanner,django-cors-middleware==1.2.0,django-cors-middleware
https://github.com/0xbug/SQLiScanner,github.com,/0xbug/SQLiScanner,django-filter==0.13.0,django-filter
https://github.com/0xbug/SQLiScanner,github.com,/0xbug/SQLiScanner,djangorestframework==3.4.1,djangorestframework
https://github.com/0xbug/SQLiScanner,github.com,/0xbug/SQLiScanner,djangorestframework-word-filter==0.1.1,djangorestframework-word-filter
https://github.com/0xbug/SQLiScanner,github.com,/0xbug/SQLiScanner,psycopg2==2.6.2,psycopg2
https://github.com/0xbug/SQLiScanner,github.com,/0xbug/SQLiScanner,redis==2.10.5,redis
https://github.com/0xbug/SQLiScanner,github.com,/0xbug/SQLiScanner,requests==2.10.0,requests
https://github.com/0xprateek/stardox,github.com,/0xprateek/stardox,requests==2.20.0,requests
https://github.com/0xprateek/stardox,github.com,/0xprateek/stardox,beautifulsoup4==4.6.3,beautifulsoup4
https://github.com/0xprateek/stardox,github.com,/0xprateek/stardox,lxml==4.3.0,lxml
https://github.com/1N3/BlackWidow,github.com,/1N3/BlackWidow,coloredlogs,coloredlogs
https://github.com/1N3/BlackWidow,github.com,/1N3/BlackWidow,beautifulsoup4,beautifulsoup4
https://github.com/1N3/BlackWidow,github.com,/1N3/BlackWidow,requests,requests
https://github.com/1N3/BlackWidow,github.com,/1N3/BlackWidow,lxml,lxml
https://github.com/1tayH/noisy,github.com,/1tayH/noisy,requests>=2.9.1,requests
https://github.com/4n4nk3/TinkererShell,github.com,/4n4nk3/TinkererShell,Pillow,pillow
https://github.com/4n4nk3/TinkererShell,github.com,/4n4nk3/TinkererShell,pyperclip,pyperclip
https://github.com/4n4nk3/TinkererShell,github.com,/4n4nk3/TinkererShell,opencv-python,opencv-python
https://github.com/4n4nk3/TinkererShell,github.com,/4n4nk3/TinkererShell,pyscreenshot,pyscreenshot
https://github.com/4n4nk3/TinkererShell,github.com,/4n4nk3/TinkererShell,pycryptodome,pycryptodome
https://github.com/4n4nk3/TinkererShell,github.com,/4n4nk3/TinkererShell,pyxhook,pyxhook
https://github.com/4n4nk3/TinkererShell,github.com,/4n4nk3/TinkererShell,tendo,tendo
https://github.com/4w4k3/Insanity-Framework,github.com,/4w4k3/Insanity-Framework,pycrypto==2.6.1,pycrypto
https://github.com/649/Memcrashed-DDoS-Exploit,github.com,/649/Memcrashed-DDoS-Exploit,scapy==2.4.1,scapy
https://github.com/649/Memcrashed-DDoS-Exploit,github.com,/649/Memcrashed-DDoS-Exploit,shodan==1.7.7,shodan
https://github.com/6IX7ine/djangohunter,github.com,/6IX7ine/djangohunter,shodan,shodan
https://github.com/6IX7ine/djangohunter,github.com,/6IX7ine/djangohunter,beautifulsoup4,beautifulsoup4
https://github.com/6IX7ine/djangohunter,github.com,/6IX7ine/djangohunter,requests,requests
https://github.com/6IX7ine/djangohunter,github.com,/6IX7ine/djangohunter,pyfiglet,pyfiglet
https://github.com/Abdulraheem30042/Cl0neMast3r,github.com,/Abdulraheem30042/Cl0neMast3r,requests,requests
https://github.com/Abdulraheem30042/Cl0neMast3r,github.com,/Abdulraheem30042/Cl0neMast3r,beautifulsoup4,beautifulsoup4
https://github.com/AlessandroZ/LaZagne,github.com,/AlessandroZ/LaZagne,enum34; python_version < '3.4' and sys_platform == 'win32',enum34; python_version
https://github.com/AlessandroZ/LaZagne,github.com,/AlessandroZ/LaZagne,psutil; sys_platform == 'linux' or sys_platform == 'linux2',psutil; sys_platform
https://github.com/AlessandroZ/LaZagne,github.com,/AlessandroZ/LaZagne,pyasn1,pyasn1
https://github.com/AlessandroZ/LaZagne,github.com,/AlessandroZ/LaZagne,rsa; sys_platform == 'win32',rsa; sys_platform
https://github.com/AlessandroZ/LaZagne,github.com,/AlessandroZ/LaZagne,secretstorage; sys_platform == 'linux' or sys_platform == 'linux2',secretstorage; sys_platform
https://github.com/AlessandroZ/LaZagne,github.com,/AlessandroZ/LaZagne,https://github.com/AlessandroZ/pypykatz/archive/master.zip; sys_platform == 'win32'  # should point to pypykatz if my PR is approved,https://github.com/alessandroz/pypykatz/archive/master.zip; sys_platform
https://github.com/AlessandroZ/LaZagneForensic,github.com,/AlessandroZ/LaZagneForensic,pycrypto,pycrypto
https://github.com/AlessandroZ/LaZagneForensic,github.com,/AlessandroZ/LaZagneForensic,pyasn1,pyasn1
https://github.com/AlessandroZ/LaZagneForensic,github.com,/AlessandroZ/LaZagneForensic,construct==2.9.39,construct
https://github.com/AlessandroZ/LaZagneForensic,github.com,/AlessandroZ/LaZagneForensic,https://github.com/williballenthin/python-registry/archive/master.zip,https://github.com/williballenthin/python-registry/archive/master.zip
https://github.com/Anon-Exploiter/SiteBroker,github.com,/Anon-Exploiter/SiteBroker,beautifulsoup4==4.7.1,beautifulsoup4
https://github.com/Anon-Exploiter/SiteBroker,github.com,/Anon-Exploiter/SiteBroker,bs4==0.0.1,bs4
https://github.com/Anon-Exploiter/SiteBroker,github.com,/Anon-Exploiter/SiteBroker,certifi==2019.6.16,certifi
https://github.com/Anon-Exploiter/SiteBroker,github.com,/Anon-Exploiter/SiteBroker,chardet==3.0.4,chardet
https://github.com/Anon-Exploiter/SiteBroker,github.com,/Anon-Exploiter/SiteBroker,colorama==0.4.1,colorama
https://github.com/Anon-Exploiter/SiteBroker,github.com,/Anon-Exploiter/SiteBroker,dnspython==1.16.0,dnspython
https://github.com/Anon-Exploiter/SiteBroker,github.com,/Anon-Exploiter/SiteBroker,idna==2.8,idna
https://github.com/Anon-Exploiter/SiteBroker,github.com,/Anon-Exploiter/SiteBroker,lxml==4.3.4,lxml
https://github.com/Anon-Exploiter/SiteBroker,github.com,/Anon-Exploiter/SiteBroker,pkg-resources==0.0.0,pkg-resources
https://github.com/Anon-Exploiter/SiteBroker,github.com,/Anon-Exploiter/SiteBroker,requests==2.22.0,requests
https://github.com/Anon-Exploiter/SiteBroker,github.com,/Anon-Exploiter/SiteBroker,soupsieve==1.9.2,soupsieve
https://github.com/Anon-Exploiter/SiteBroker,github.com,/Anon-Exploiter/SiteBroker,urllib3==1.25.3,urllib3
https://github.com/Arno0x/DBC2,github.com,/Arno0x/DBC2,requests>=2.11,requests
https://github.com/Arno0x/DBC2,github.com,/Arno0x/DBC2,tabulate,tabulate
https://github.com/Arno0x/DBC2,github.com,/Arno0x/DBC2,pycrypto,pycrypto
https://github.com/Arno0x/DBC2,github.com,/Arno0x/DBC2,pyscrypt,pyscrypt
https://github.com/Arno0x/DNSExfiltrator,github.com,/Arno0x/DNSExfiltrator,dnslib,dnslib
https://github.com/Arno0x/WSC2,github.com,/Arno0x/WSC2,tornado,tornado
https://github.com/Arno0x/WSC2,github.com,/Arno0x/WSC2,pycrypto,pycrypto
https://github.com/BishopFox/GitGot,github.com,/BishopFox/GitGot,beautifulsoup4,beautifulsoup4
https://github.com/BishopFox/GitGot,github.com,/BishopFox/GitGot,PyGithub,pygithub
https://github.com/BishopFox/GitGot,github.com,/BishopFox/GitGot,ssdeep,ssdeep
https://github.com/BlackArch/wordlistctl,github.com,/BlackArch/wordlistctl,beautifulsoup4,beautifulsoup4
https://github.com/BlackArch/wordlistctl,github.com,/BlackArch/wordlistctl,libarchive-c,libarchive-c
https://github.com/BlackArch/wordlistctl,github.com,/BlackArch/wordlistctl,rarfile,rarfile
https://github.com/BlackArch/wordlistctl,github.com,/BlackArch/wordlistctl,requests,requests
https://github.com/BlackArch/wordlistctl,github.com,/BlackArch/wordlistctl,libtorrent,libtorrent
https://github.com/BlackArch/wordlistctl,github.com,/BlackArch/wordlistctl,termcolor,termcolor
https://github.com/Bo0oM/ParamPamPam,github.com,/Bo0oM/ParamPamPam,beautifulsoup4==4.6.3,beautifulsoup4
https://github.com/Bo0oM/ParamPamPam,github.com,/Bo0oM/ParamPamPam,bs4==0.0.1,bs4
https://github.com/Bo0oM/ParamPamPam,github.com,/Bo0oM/ParamPamPam,esprima==4.0.1,esprima
https://github.com/Bo0oM/ParamPamPam,github.com,/Bo0oM/ParamPamPam,fuzzywuzzy==0.17.0,fuzzywuzzy
https://github.com/Bo0oM/ParamPamPam,github.com,/Bo0oM/ParamPamPam,html5lib==1.0.1,html5lib
https://github.com/Bo0oM/ParamPamPam,github.com,/Bo0oM/ParamPamPam,requests==2.20.1,requests
https://github.com/Bo0oM/ParamPamPam,github.com,/Bo0oM/ParamPamPam,urllib3==1.24.1,urllib3
https://github.com/BullsEye0/shodan-eye,github.com,/BullsEye0/shodan-eye,shodan,shodan
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,certifi==2018.11.29,certifi
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,chardet==3.0.4,chardet
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,Click==7.0,click
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,Flask==1.0.2,flask
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,idna==2.8,idna
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,itsdangerous==1.1.0,itsdangerous
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,Jinja2==2.10.1,jinja2
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,MarkupSafe==1.1.0,markupsafe
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,ply==3.11,ply
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,plyara==1.4.1,plyara
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,pyparsing==2.3.1,pyparsing
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,pyzmq==17.1.2,pyzmq
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,redis==3.0.1,redis
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,requests==2.21.0,requests
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,urllib3==1.24.2,urllib3
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,uWSGI==2.0.17.1,uwsgi
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,Werkzeug==0.15.3,werkzeug
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,yara-python==3.8.1,yara-python
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,pymisp,pymisp
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,thehive4py,thehive4py
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,redis==2.10.6,redis
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,crcmod,crcmod
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,mmh3,mmh3
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,ssdeep,ssdeep
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,pubsublogger,pubsublogger
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,zmq,zmq
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,langid,langid
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,pyzmq,pyzmq
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,dnspython,dnspython
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,logbook,logbook
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,pubsublogger,pubsublogger
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,textblob,textblob
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,nltk,nltk
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,numpy,numpy
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,matplotlib,matplotlib
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,networkx,networkx
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,terminaltables,terminaltables
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,colorama,colorama
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,asciimatics,asciimatics
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,crcmod,crcmod
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,mmh3,mmh3
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,ssdeep,ssdeep
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,python-Levenshtein,python-levenshtein
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,python-magic,python-magic
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,pybloomfiltermmap,pybloomfiltermmap
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,psutil,psutil
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,phonenumbers,phonenumbers
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,ipython,ipython
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,texttable,texttable
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,flask,flask
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,flask-login,flask-login
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,bcrypt,bcrypt
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,DomainClassifier,domainclassifier
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,whoosh,whoosh
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,beautifulsoup4,beautifulsoup4
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,ipaddress,ipaddress
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,pycountry==18.12.8,pycountry
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,PySocks,pysocks
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,sflock,sflock
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,https://github.com/trolldbois/python3-adns/archive/master.zip,https://github.com/trolldbois/python3-adns/archive/master.zip
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,https://github.com/trolldbois/python-cymru-services/archive/master.zip,https://github.com/trolldbois/python-cymru-services/archive/master.zip
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,https://github.com/saffsd/langid.py/archive/master.zip,https://github.com/saffsd/langid.py/archive/master.zip
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,pylibinjection,pylibinjection
https://github.com/CIRCL/AIL-framework,github.com,/CIRCL/AIL-framework,matplotlib,matplotlib
https://github.com/CRS-support/ftw,github.com,/CRS-support/ftw,IPy==0.83,ipy
https://github.com/CRS-support/ftw,github.com,/CRS-support/ftw,PyYAML==4.2b1,pyyaml
https://github.com/CRS-support/ftw,github.com,/CRS-support/ftw,pytest==2.9.1,pytest
https://github.com/CRS-support/ftw,github.com,/CRS-support/ftw,python-dateutil==2.6.0,python-dateutil
https://github.com/CRS-support/ftw,github.com,/CRS-support/ftw,six==1.12.0,six
https://github.com/CiKu370/OSIF,github.com,/CiKu370/OSIF,requests,requests
https://github.com/Cisco-Talos/pyrebox,github.com,/Cisco-Talos/pyrebox,"ipython>=5,<6",ipython
https://github.com/Cisco-Talos/pyrebox,github.com,/Cisco-Talos/pyrebox,sphinx,sphinx
https://github.com/Cisco-Talos/pyrebox,github.com,/Cisco-Talos/pyrebox,sphinx-autobuild,sphinx-autobuild
https://github.com/Cisco-Talos/pyrebox,github.com,/Cisco-Talos/pyrebox,prettytable,prettytable
https://github.com/Cisco-Talos/pyrebox,github.com,/Cisco-Talos/pyrebox,pefile,pefile
https://github.com/Cisco-Talos/pyrebox,github.com,/Cisco-Talos/pyrebox,capstone,capstone
https://github.com/Cisco-Talos/pyrebox,github.com,/Cisco-Talos/pyrebox,distorm3,distorm3
https://github.com/Cisco-Talos/pyrebox,github.com,/Cisco-Talos/pyrebox,pycrypto,pycrypto
https://github.com/Cisco-Talos/pyrebox,github.com,/Cisco-Talos/pyrebox,pytz,pytz
https://github.com/Coalfire-Research/Slackor,github.com,/Coalfire-Research/Slackor,pycrypto,pycrypto
https://github.com/Coalfire-Research/Slackor,github.com,/Coalfire-Research/Slackor,requests,requests
https://github.com/Coalfire-Research/Slackor,github.com,/Coalfire-Research/Slackor,prettytable,prettytable
https://github.com/Coalfire-Research/Slackor,github.com,/Coalfire-Research/Slackor,pypykatz,pypykatz
https://github.com/CoreSecurity/impacket,github.com,/CoreSecurity/impacket,future,future
https://github.com/CoreSecurity/impacket,github.com,/CoreSecurity/impacket,six,six
https://github.com/CoreSecurity/impacket,github.com,/CoreSecurity/impacket,pyasn1>=0.2.3,pyasn1
https://github.com/CoreSecurity/impacket,github.com,/CoreSecurity/impacket,pycryptodomex,pycryptodomex
https://github.com/CoreSecurity/impacket,github.com,/CoreSecurity/impacket,pyOpenSSL>=0.16.2,pyopenssl
https://github.com/CoreSecurity/impacket,github.com,/CoreSecurity/impacket,ldap3==2.5.1,ldap3
https://github.com/CoreSecurity/impacket,github.com,/CoreSecurity/impacket,ldapdomaindump>=0.9.0,ldapdomaindump
https://github.com/CoreSecurity/impacket,github.com,/CoreSecurity/impacket,flask>=1.0,flask
https://github.com/CyberAnalyticDevTeam/SimpleRock,github.com,/CyberAnalyticDevTeam/SimpleRock,ansible,ansible
https://github.com/CyberAnalyticDevTeam/SimpleRock,github.com,/CyberAnalyticDevTeam/SimpleRock,ansible-lint,ansible-lint
https://github.com/CyberAnalyticDevTeam/SimpleRock,github.com,/CyberAnalyticDevTeam/SimpleRock,flake8,flake8
https://github.com/CyberAnalyticDevTeam/SimpleRock,github.com,/CyberAnalyticDevTeam/SimpleRock,molecule,molecule
https://github.com/CyberAnalyticDevTeam/SimpleRock,github.com,/CyberAnalyticDevTeam/SimpleRock,pyvmomi,pyvmomi
https://github.com/CyberAnalyticDevTeam/SimpleRock,github.com,/CyberAnalyticDevTeam/SimpleRock,testinfra,testinfra
https://github.com/CyberAnalyticDevTeam/SimpleRock,github.com,/CyberAnalyticDevTeam/SimpleRock,yamllint,yamllint
https://github.com/CyberHatcoil/ACF,github.com,/CyberHatcoil/ACF,ipwhois==0.11.0,ipwhois
https://github.com/CyberHatcoil/ACF,github.com,/CyberHatcoil/ACF,netaddr==0.7.15,netaddr
https://github.com/D4Vinci/Cr3dOv3r,github.com,/D4Vinci/Cr3dOv3r,mechanicalsoup >=0.9,mechanicalsoup
https://github.com/D4Vinci/Cr3dOv3r,github.com,/D4Vinci/Cr3dOv3r,requests>=2.18.4,requests
https://github.com/D4Vinci/Cr3dOv3r,github.com,/D4Vinci/Cr3dOv3r,pyOpenSSL>=16.2.0,pyopenssl
https://github.com/DanMcInerney/net-creds,github.com,/DanMcInerney/net-creds,scapy=>2.3.1,scapy
https://github.com/DanMcInerney/net-creds,github.com,/DanMcInerney/net-creds,wsgiref=>0.1.2,wsgiref
https://github.com/DanMcInerney/pentest-machine,github.com,/DanMcInerney/pentest-machine,requests>=2.6.0,requests
https://github.com/DanMcInerney/pentest-machine,github.com,/DanMcInerney/pentest-machine,requests-futures>=0.9.5,requests-futures
https://github.com/DanMcInerney/pentest-machine,github.com,/DanMcInerney/pentest-machine,python-libnmap>=0.6.2,python-libnmap
https://github.com/DanMcInerney/pentest-machine,github.com,/DanMcInerney/pentest-machine,selenium,selenium
https://github.com/DanMcInerney/pentest-machine,github.com,/DanMcInerney/pentest-machine,netaddr,netaddr
https://github.com/DanMcInerney/xsscrapy,github.com,/DanMcInerney/xsscrapy,Scrapy==1.1.0rc3,scrapy
https://github.com/DanMcInerney/xsscrapy,github.com,/DanMcInerney/xsscrapy,pybloom==1.1,pybloom
https://github.com/DanMcInerney/xsscrapy,github.com,/DanMcInerney/xsscrapy,requests,requests
https://github.com/DanMcInerney/xsscrapy,github.com,/DanMcInerney/xsscrapy,beautifulsoup,beautifulsoup
https://github.com/DanMcInerney/xsscrapy,github.com,/DanMcInerney/xsscrapy,twisted==16.6.0,twisted
https://github.com/DanMcInerney/xsscrapy,github.com,/DanMcInerney/xsscrapy,w3lib,w3lib
https://github.com/DanMcInerney/xsscrapy,github.com,/DanMcInerney/xsscrapy,lxml,lxml
https://github.com/DanMcInerney/xsscrapy,github.com,/DanMcInerney/xsscrapy,six,six
https://github.com/DanMcInerney/xsscrapy,github.com,/DanMcInerney/xsscrapy,cssselect,cssselect
https://github.com/DanMcInerney/xsscrapy,github.com,/DanMcInerney/xsscrapy,pyopenssl,pyopenssl
https://github.com/DanMcInerney/xsscrapy,github.com,/DanMcInerney/xsscrapy,cryptography,cryptography
https://github.com/DanMcInerney/xsscrapy,github.com,/DanMcInerney/xsscrapy,queuelib,queuelib
https://github.com/DarkSecDevelopers/HiddenEye,github.com,/DarkSecDevelopers/HiddenEye,wget,wget
https://github.com/DarkSecDevelopers/HiddenEye,github.com,/DarkSecDevelopers/HiddenEye,requests,requests
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,anyjson,anyjson
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,beautifulsoup,beautifulsoup
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,beautifulsoup4,beautifulsoup4
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,billiard,billiard
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,bs4,bs4
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,clearbit,clearbit
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,config,config
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,configobj,configobj
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,dnspython,dnspython
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,future,future
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,google-api-python-client,google-api-python-client
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,html5lib,html5lib
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,idna,idna
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,ipwhois,ipwhois
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,json2html,json2html
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,lxml,lxml
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,netaddr,netaddr
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,piplapis-python,piplapis-python
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,praw,praw
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,pymongo,pymongo
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,python-wappalyzer,python-wappalyzer
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,python-whois,python-whois
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,pytz,pytz
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,requests,requests
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,requests-file,requests-file
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,simplejson,simplejson
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,termcolor,termcolor
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,tld,tld
https://github.com/DataSploit/datasploit,github.com,/DataSploit/datasploit,tldextract,tldextract
