tool_link,tool_link_host,tool_link_path,stars_count,forks_count,watchers_count,releases_count,size_KB,commit_total_number,last_commit_date,first_commit_date,maintenance_period_days,commit_number_2010_2011,commit_number_2011_2012,commit_number_2012_2013,commit_number_2013_2014,commit_number_2014_2015,commit_number_2015_2016,commit_number_2016_2017,commit_number_2017_2018,commit_number_2018_2019,issues_all_count,issues_open_count,issues_closed_count,pr_all_count,pr_open_count,pr_closed_count,languages,requirements_txt
https://github.com/joridos/custom-ssh-backdoor,github.com,/joridos/custom-ssh-backdoor,71,30,71,0,280,2,2014-12-08T04:46:12,2014-12-08T04:31:55,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,{'Python': 2249},
https://github.com/joxeankoret/cosa-nostra,github.com,/joxeankoret/cosa-nostra,194,55,194,0,9008,21,2019-10-15T15:12:32,2016-11-22T17:07:17,1056,0,0,0,0,0,0,8,0,2,6,4,2,1,0,1,"{'Python': 436345, 'CSS': 280425, 'HTML': 57836, 'JavaScript': 57644}","r2pipe
pyclamd"
https://github.com/joxeankoret/diaphora,github.com,/joxeankoret/diaphora,1494,230,1494,4,5224,250,2019-10-18T12:27:33,2015-03-20T02:12:26,1673,0,0,0,0,0,79,35,35,51,173,19,154,24,0,24,{'Python': 2754741},
https://github.com/jpiechowka/zip-shotgun,github.com,/jpiechowka/zip-shotgun,22,2,22,0,55,49,2019-05-31T10:46:52,2018-11-13T22:27:28,198,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,{'Python': 15478},"click~=7.0
typeguard~=2.2"
https://github.com/jpillora/chisel,github.com,/jpillora/chisel,3283,376,3283,14,3292,94,2019-07-24T23:21:13,2015-02-25T15:35:10,1610,0,0,0,0,0,34,4,24,23,121,40,81,32,11,21,"{'Go': 46775, 'Dockerfile': 470}",
https://github.com/jrozner/sonar,github.com,/jrozner/sonar,176,20,176,1,188,26,2016-02-27T20:19:41,2016-01-20T07:23:47,38,0,0,0,0,0,0,26,0,0,2,1,1,1,1,0,{'Go': 10272},
https://github.com/jschicht/RawCopy,github.com,/jschicht/RawCopy,148,23,148,1,7641,20,2019-07-30T17:59:00,2014-02-26T21:46:08,1979,0,0,0,0,5,1,5,8,0,22,3,19,2,0,2,{'AutoIt': 143371},
https://github.com/jseidl/GoldenEye,github.com,/jseidl/GoldenEye,512,247,512,1,113,21,2018-06-20T10:08:19,2012-10-22T06:18:59,2067,0,0,5,2,9,0,2,2,1,22,8,14,3,0,3,{'Python': 20337},
https://github.com/jsvine/waybackpack,github.com,/jsvine/waybackpack,2115,123,2115,1,35,49,2017-02-07T03:24:26,2016-04-11T03:09:18,302,0,0,0,0,0,0,46,3,0,33,5,28,17,2,15,{'Python': 14301},
https://github.com/jtRIPper/sslnuke,github.com,/jtRIPper/sslnuke,72,9,72,0,140,5,2013-09-10T21:04:24,2013-09-10T01:06:59,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,"{'C': 21099, 'C++': 1693}",
https://github.com/jtesta/ssh-mitm,github.com,/jtesta/ssh-mitm,1175,162,1175,4,318,118,2019-09-17T01:38:30,2017-05-16T19:57:53,853,0,0,0,0,0,0,0,96,14,23,4,19,1,0,1,"{'Python': 23034, 'Shell': 21896}",
https://github.com/jtpereyda/boofuzz,github.com,/jtpereyda/boofuzz,734,179,734,33,5548,1174,2019-10-08T23:55:45,2012-04-03T15:47:18,2744,0,0,32,4,43,250,271,108,188,336,103,233,195,5,190,"{'Python': 599212, 'Gherkin': 9812, 'HTML': 9483, 'JavaScript': 9478, 'CSS': 3590}",
https://github.com/julienbedard/browsersploit,github.com,/julienbedard/browsersploit,302,118,302,0,1998,14,2017-04-19T11:26:44,2016-06-25T12:36:01,297,0,0,0,0,0,0,12,2,0,1,0,1,0,0,0,"{'Perl': 335791, 'CSS': 27005, 'JavaScript': 15422}",
https://github.com/jusafing/pnaf,github.com,/jusafing/pnaf,22,7,22,0,115253,20,2018-05-17T21:47:42,2014-11-21T20:13:53,1273,0,0,0,0,1,17,0,0,2,0,0,0,0,0,0,"{'Perl': 649255, 'JavaScript': 197545, 'Shell': 52608, 'Makefile': 26774, 'CSS': 23153, 'HTML': 16850, 'Roff': 710}",
https://github.com/jvehent/cipherscan,github.com,/jvehent/cipherscan,1585,226,1585,0,35361,415,2019-07-26T16:27:32,2013-07-17T18:49:22,2199,0,0,0,23,173,156,30,17,14,180,32,148,110,3,107,"{'Python': 121479, 'Shell': 89538, 'C': 15298, 'Makefile': 85}",
https://github.com/jymcheong/AutoTTP,github.com,/jymcheong/AutoTTP,148,42,148,0,9965,210,2018-02-09T07:32:11,2017-09-07T06:25:54,155,0,0,0,0,0,0,0,206,4,0,0,0,0,0,0,{'Python': 2076616},
https://github.com/k0retux/fuddly,github.com,/k0retux/fuddly,150,41,150,24,6407,569,2019-04-02T13:17:28,2015-03-22T17:32:18,1471,0,0,0,0,0,98,336,49,44,31,0,31,27,0,27,"{'Python': 1596503, 'PLpgSQL': 3582}",
https://github.com/k4m4/dymerge,github.com,/k4m4/dymerge,151,39,151,1,34,59,2017-11-29T15:21:06,2016-09-01T00:09:43,454,0,0,0,0,0,0,30,29,0,7,0,7,1,0,1,{'Python': 19528},
https://github.com/k4m4/kickthemout,github.com,/k4m4/kickthemout,1517,350,1517,1,148,209,2019-10-06T21:12:48,2016-12-07T14:48:01,1033,0,0,0,0,0,0,20,141,44,316,39,277,41,6,35,{'Python': 30950},"scapy
python-nmap
netifaces"
https://github.com/k4m4/onioff,github.com,/k4m4/onioff,370,95,370,3,60,84,2019-03-16T11:34:18,2016-09-29T17:17:50,897,0,0,0,0,0,0,17,46,17,2,1,1,1,1,0,{'Python': 10054},"requests
beautifulsoup4
pysocks
termcolor
lxml"
https://github.com/k4mpr3t/b4tm4n,github.com,/k4mpr3t/b4tm4n,130,56,130,0,1031,37,2019-03-17T11:15:20,2018-01-27T20:30:50,413,0,0,0,0,0,0,0,0,28,5,1,4,0,0,0,{'PHP': 133669},
https://github.com/kacperszurek/gpg_reaper,github.com,/kacperszurek/gpg_reaper,85,12,85,0,280,5,2018-03-07T16:35:27,2018-03-05T16:44:44,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"{'PowerShell': 12045, 'Python': 3720}",
https://github.com/kaepora/miniLock,github.com,/kaepora/miniLock,790,95,790,3,17104,361,2019-03-16T15:11:41,2014-07-13T18:19:39,1706,0,0,0,0,352,7,0,0,1,210,53,157,80,8,72,"{'JavaScript': 524842, 'CSS': 41770, 'HTML': 11652, 'Makefile': 379}",
https://github.com/kamorin/DHCPig,github.com,/kamorin/DHCPig,203,62,203,1,53,92,2017-06-26T01:24:27,2012-03-13T03:01:01,1930,0,0,54,15,0,0,0,23,0,17,2,15,8,0,8,{'Python': 27479},
https://github.com/katjahahn/PortEx,github.com,/katjahahn/PortEx,278,64,278,12,167307,723,2019-05-23T08:32:07,2013-09-27T06:34:22,2064,0,0,0,36,501,107,41,22,15,12,1,11,2,0,2,"{'Java': 517632, 'Scala': 432344}",
https://github.com/kd8bny/LiMEaide,github.com,/kd8bny/LiMEaide,127,47,127,3,8131,305,2019-05-02T16:58:36,2017-01-19T21:11:44,832,0,0,0,0,0,0,0,165,99,41,3,38,6,0,6,{'Python': 63269},
https://github.com/keithjjones/hostintel,github.com,/keithjjones/hostintel,180,42,180,0,34934,146,2019-06-06T21:00:24,2016-08-22T20:25:07,1018,0,0,0,0,0,0,142,1,0,15,2,13,2,0,2,{'Python': 44703},"requests[security]
git+https://github.com/AlienVault-Labs/OTX-Python-SDK.git
-r autorequirements.txt"
https://github.com/keithw/mosh,github.com,/keithw/mosh,8680,551,8680,10,2728,1373,2019-10-03T05:42:21,2010-12-28T23:05:50,3200,3,267,622,67,17,121,141,107,18,1069,225,844,318,37,281,"{'C++': 503642, 'M4': 79591, 'Shell': 49300, 'Rich Text Format': 35387, 'C': 20298, 'Perl': 18464, 'Makefile': 10838, 'HTML': 2160}",
https://github.com/kennethreitz/requests,github.com,/kennethreitz/requests,40571,7358,40571,0,12463,5917,2019-09-30T09:52:29,2011-02-13T18:41:18,3150,0,1288,1222,777,467,431,493,638,282,4983,269,4714,1983,41,1942,"{'Python': 320992, 'PowerShell': 7195, 'Makefile': 861}",
https://github.com/kernelslacker/trinity,github.com,/kernelslacker/trinity,628,196,628,0,5288,5153,2019-08-02T00:17:51,2006-03-07T06:23:47,4895,155,309,947,990,1203,536,549,277,23,29,0,29,29,0,29,"{'C': 893781, 'C++': 245578, 'Shell': 11799, 'Makefile': 6962, 'Roff': 4645}",
https://github.com/kevthehermit/PasteHunter,github.com,/kevthehermit/PasteHunter,646,168,646,2,202,226,2019-10-07T18:59:07,2017-09-02T19:31:15,764,0,0,0,0,0,0,0,76,44,91,10,81,38,2,36,"{'Python': 59662, 'YARA': 38348, 'Dockerfile': 647}","requests>=2.20.0
elasticsearch>=5.0.0,<6.0.0
splunk-sdk
yara-python"
https://github.com/kgretzky/dcrawl,github.com,/kgretzky/dcrawl,399,66,399,0,1680,7,2017-08-14T16:59:25,2017-08-14T12:49:16,0,0,0,0,0,0,0,0,7,0,6,5,1,2,2,0,{'Go': 7343},
https://github.com/kgretzky/evilginx,github.com,/kgretzky/evilginx,844,215,844,3,66,35,2018-07-26T12:25:22,2017-03-29T12:32:18,483,0,0,0,0,0,0,0,33,2,79,26,53,10,2,8,"{'Python': 29000, 'Shell': 5629, 'Dockerfile': 207}",
https://github.com/kgretzky/evilginx2,github.com,/kgretzky/evilginx2,2654,439,2654,3,3768,89,2019-10-13T15:05:47,2018-07-10T10:16:47,460,0,0,0,0,0,0,0,0,58,373,98,275,37,13,24,"{'Go': 137885, 'Dockerfile': 735, 'Makefile': 310}",
https://github.com/khalilbijjou/WAFNinja,github.com,/khalilbijjou/WAFNinja,477,176,477,0,47,25,2017-12-06T10:55:25,2016-05-18T13:53:14,566,0,0,0,0,0,0,19,6,0,10,5,5,2,0,2,{'Python': 41433},"prettytable==0.7.2
progressbar==2.3"
https://github.com/khast3x/h8mail,github.com,/khast3x/h8mail,672,110,672,6,3473,211,2019-10-19T15:03:08,2018-06-15T02:49:27,491,0,0,0,0,0,0,0,0,25,41,2,39,10,0,10,"{'Python': 71564, 'Makefile': 1840, 'Dockerfile': 184}",
https://github.com/khr0x40sh/MacroShop,github.com,/khr0x40sh/MacroShop,321,104,321,0,3512,10,2016-07-14T18:36:57,2015-05-06T14:01:41,435,0,0,0,0,0,5,5,0,0,17,9,8,0,0,0,"{'Visual Basic': 61178, 'Python': 13857, 'Batchfile': 6742}",
https://github.com/killswitch-GUI/SimplyEmail,github.com,/killswitch-GUI/SimplyEmail,635,177,635,20,4768,617,2018-08-31T14:23:38,2015-10-30T03:15:18,1036,0,0,0,0,0,180,339,97,1,70,18,52,44,4,40,"{'Python': 332914, 'HTML': 154108, 'Shell': 5337, 'Dockerfile': 661}",
https://github.com/killswitch-GUI/SimplyTemplate,github.com,/killswitch-GUI/SimplyTemplate,113,38,113,1,1252,113,2017-11-27T18:08:11,2015-11-11T23:12:02,746,0,0,0,0,0,20,92,1,0,5,3,2,2,0,2,"{'Python': 138849, 'Shell': 1760}",
https://github.com/kkamagui/shadow-box-for-x86,github.com,/kkamagui/shadow-box-for-x86,155,40,155,0,5153,27,2019-06-24T23:05:29,2017-03-31T02:10:25,815,0,0,0,0,0,0,0,6,12,8,3,5,1,0,1,"{'C': 268434, 'Assembly': 6095, 'Python': 2974, 'Objective-C': 1309, 'Makefile': 332}",
https://github.com/kkar/VBS-Obfuscator-in-Python,github.com,/kkar/VBS-Obfuscator-in-Python,68,35,68,0,4,6,2016-07-27T12:13:51,2014-09-22T19:19:17,673,0,0,0,0,4,1,1,0,0,6,0,6,0,0,0,{'Python': 3339},
https://github.com/knipknap/exscript,github.com,/knipknap/exscript,329,120,329,0,5300,1790,2019-07-22T13:03:47,2007-06-26T19:21:37,4408,370,530,43,26,36,86,34,194,28,204,20,184,61,4,57,"{'Python': 847937, 'Roff': 10849, 'Makefile': 1844, 'Shell': 1418}","future
configparser
pycryptodomex
paramiko>=1.17"
https://github.com/knownsec/Pocsuite,github.com,/knownsec/Pocsuite,1594,590,1594,7,12134,430,2019-09-11T09:51:44,2015-08-22T17:49:36,1480,0,0,0,0,0,151,236,31,10,162,3,159,105,1,104,{'Python': 165814},
https://github.com/knownsec/pocsuite3,github.com,/knownsec/pocsuite3,864,263,864,0,3089,184,2019-10-18T08:12:22,2019-03-15T07:04:02,217,0,0,0,0,0,0,0,0,0,87,1,86,32,0,32,"{'Python': 409605, 'Assembly': 18912, 'Java': 2279, 'Makefile': 879, 'Batchfile': 33}","requests
requests-toolbelt
pyreadline"
https://github.com/knrdl/yamot,github.com,/knrdl/yamot,48,17,48,0,49509,19,2018-04-21T15:06:03,2018-04-11T15:15:13,9,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,"{'HTML': 1902256, 'TypeScript': 180002, 'Python': 45372, 'JavaScript': 16077, 'CSS': 7765, 'Shell': 2722}",
https://github.com/koalaman/shellcheck,github.com,/koalaman/shellcheck,16804,849,16804,0,4106,1378,2019-10-14T03:26:40,2012-11-03T16:32:09,2535,0,0,147,177,182,156,123,133,266,1715,452,1263,212,8,204,"{'Haskell': 538331, 'Shell': 11546, 'Dockerfile': 1077}",
https://github.com/koboi137/darksplitz,github.com,/koboi137/darksplitz,40,17,40,0,2525,6,2019-05-12T19:45:37,2019-02-28T11:55:14,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Python': 91575, 'PHP': 43593, 'Shell': 1173}",
https://github.com/kolide/kolide,github.com,/kolide/kolide,736,174,736,25,19925,1147,2019-10-19T20:49:48,2016-07-28T22:34:26,1177,0,0,0,0,0,0,419,492,161,2119,90,2029,1201,1,1200,"{'Go': 1196356, 'JavaScript': 869489, 'CSS': 124199, 'TSQL': 55842, 'HTML': 23882, 'Shell': 10346, 'Makefile': 8427, 'Dockerfile': 3826, 'TypeScript': 2815}",
https://github.com/korcankaraokcu/PINCE,github.com,/korcankaraokcu/PINCE,735,67,735,0,13722,1037,2019-08-01T10:07:18,2016-01-22T21:49:21,1286,0,0,0,0,0,0,470,306,255,68,15,53,21,1,20,"{'Python': 642365, 'Shell': 4274, 'C': 1928}",
https://github.com/koutto/jok3r,github.com,/koutto/jok3r,292,94,292,0,15063,447,2019-08-27T12:44:03,2017-03-10T14:54:37,899,0,0,0,0,0,0,0,26,56,38,13,25,13,3,10,"{'HTML': 1936985, 'Python': 703027, 'Shell': 20955, 'Dockerfile': 2959, 'ColdFusion': 1087, 'Java': 869, 'PHP': 340}","ansi2html>=1.5.2
argparse
blessed>=1.15.0
bs4
cmd2>=0.9.1
colorama
colored>=1.3.93
colorlog>=3.1.4
enlighten>=1.0.7
GitPython
humanfriendly>=4.12.1
Pillow
prettytable>=0.7.2
python-libnmap>=0.7.0
regex>=2018.6.9
requests
selenium
six>=1.11.0
SQLAlchemy>=1.2.8
SQLAlchemy-Utils>=0.33.3
shodan
tld
urllib3
virtualenvwrapper"
https://github.com/kpcyrd/sn0int,github.com,/kpcyrd/sn0int,436,44,436,17,1568,547,2019-09-29T08:16:56,2018-09-10T20:56:50,383,0,0,0,0,0,0,0,0,252,136,34,102,60,0,60,"{'Rust': 655390, 'Lua': 7659, 'Python': 3205, 'PLpgSQL': 3203, 'HTML': 2975, 'Shell': 2909, 'Dockerfile': 1071, 'CSS': 924, 'Perl': 885, 'Makefile': 761, 'TSQL': 647, 'PLSQL': 554}",
https://github.com/kpcyrd/sniffglue,github.com,/kpcyrd/sniffglue,384,31,384,9,694,215,2019-06-21T13:33:46,2017-09-12T16:24:31,646,0,0,0,0,0,0,0,101,98,60,10,50,45,3,42,"{'Rust': 89144, 'Shell': 3904, 'Dockerfile': 843}",
https://github.com/kspearrin/ff-password-exporter,github.com,/kspearrin/ff-password-exporter,263,42,263,4,139,37,2019-09-25T18:31:56,2018-05-10T16:06:00,503,0,0,0,0,0,0,0,0,35,34,13,21,6,2,4,"{'JavaScript': 12517, 'HTML': 2544}",
https://github.com/kudelskisecurity/cdf,github.com,/kudelskisecurity/cdf,149,25,149,0,93,14,2017-08-15T08:13:16,2017-07-26T19:48:29,19,0,0,0,0,0,0,0,14,0,6,0,6,5,0,5,"{'Go': 93710, 'Makefile': 463}",
https://github.com/kudelskisecurity/scannerl,github.com,/kudelskisecurity/scannerl,200,42,200,9,135,76,2018-08-06T12:03:25,2017-06-06T05:18:23,426,0,0,0,0,0,0,0,52,24,3,1,2,0,0,0,"{'Erlang': 249338, 'Shell': 1580}",
https://github.com/l0ss/Grouper,github.com,/l0ss/Grouper,712,118,712,0,806,128,2019-02-05T03:20:22,2018-01-26T04:59:41,374,0,0,0,0,0,0,0,0,127,16,1,15,11,1,10,{'PowerShell': 85636},
https://github.com/lanjelot/patator,github.com,/lanjelot/patator,1869,538,1869,0,528,165,2019-10-17T06:21:55,2011-11-25T16:35:09,2882,0,13,32,14,23,35,10,21,5,123,33,90,24,2,22,{'Python': 157266},"paramiko
pycurl
ajpy
#impacket # no python3 compatibility
pyopenssl
cx_Oracle
mysqlclient
psycopg2-binary
pycrypto
dnspython
IPy
pysnmp
pyasn1
#pysqlcipher # no python3 compatibility"
https://github.com/lanmaster53/honeybadger,github.com,/lanmaster53/honeybadger,94,23,94,0,130,40,2019-07-24T03:41:55,2016-11-09T20:48:04,986,0,0,0,0,0,0,21,0,15,8,0,8,6,0,6,"{'Python': 41384, 'JavaScript': 23033, 'HTML': 14316, 'CSS': 3490, 'PowerShell': 1847, 'Shell': 1114}",
https://github.com/lanmaster53/recon-ng,github.com,/lanmaster53/recon-ng,300,53,300,0,3106,995,2019-10-18T03:43:17,2012-10-24T06:06:45,2549,0,0,44,542,300,11,7,4,2,26,2,24,6,0,6,"{'Python': 146900, 'JavaScript': 30260, 'CSS': 5577, 'HTML': 5072}",
https://github.com/laramies/theHarvester,github.com,/laramies/theHarvester,3075,881,3075,7,4423,1211,2019-10-20T00:57:39,2011-05-04T15:07:06,3090,0,1,0,0,10,33,12,6,353,353,7,346,191,0,191,"{'Python': 171706, 'Dockerfile': 224}","aiodns==2.0.0
beautifulsoup4==4.8.0
dnspython==1.16.0
flake8==3.7.8
grequests==0.4.0
mypy==0.740
netaddr==0.7.19
plotly==4.2.1
pytest==5.2.0
PyYaml==5.1.2
requests==2.22.0
shodan==1.19.0
texttable==1.6.2
retrying==1.3.3"
https://github.com/lateralblast/lunar,github.com,/lateralblast/lunar,190,50,190,0,2505,605,2019-09-01T05:15:12,2012-11-16T21:12:41,2479,0,0,8,53,172,9,0,316,0,32,0,32,23,0,23,{'Shell': 669206},
https://github.com/lavabit/libdime,github.com,/lavabit/libdime,407,76,407,0,74200,616,2019-08-29T11:33:47,2014-12-23T18:20:02,1709,0,0,0,0,11,513,70,9,2,48,12,36,14,1,13,"{'Objective-C': 2912254, 'C': 2364155, 'C++': 107092, 'M4': 22823, 'Shell': 21003, 'Makefile': 18976, 'PHP': 3641}",
https://github.com/lawrenceamer/0xsp-Mongoose,github.com,/lawrenceamer/0xsp-Mongoose,255,57,255,2,18949,129,2019-08-21T11:32:56,2019-06-12T20:12:17,69,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,"{'PHP': 1827825, 'Pascal': 349420, 'CSS': 257331, 'HTML': 5633, 'TSQL': 4203, 'JavaScript': 1703, 'Hack': 691, 'Batchfile': 397, 'Shell': 359}",
https://github.com/lawrenceamer/tinyshell,github.com,/lawrenceamer/tinyshell,3,2,3,0,17,6,2019-06-13T10:51:39,2018-03-02T19:02:34,467,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"{'Python': 1870, 'PHP': 817}",
https://github.com/lclevy/unarcrypto,github.com,/lclevy/unarcrypto,62,4,62,0,268,14,2018-11-10T21:17:33,2017-06-29T20:15:15,499,0,0,0,0,0,0,0,8,6,1,0,1,1,0,1,{'Python': 55945},
https://github.com/leapsecurity/libssh-scanner,github.com,/leapsecurity/libssh-scanner,226,49,226,0,23,31,2018-10-31T11:24:31,2018-10-17T22:54:13,13,0,0,0,0,0,0,0,0,31,18,2,16,11,1,10,{'Python': 4868},"ipaddress<=2.0
paramiko==2.4.2"
https://github.com/leebaird/discover,github.com,/leebaird/discover,1626,501,1626,0,2062,415,2019-10-19T23:42:50,2017-08-29T22:29:53,781,0,0,0,0,0,0,0,79,162,143,4,139,62,0,62,"{'Shell': 303674, 'HTML': 146118, 'Python': 74889, 'CSS': 72253}",
https://github.com/lennartkoopmann/nzyme,github.com,/lennartkoopmann/nzyme,455,79,455,3,8982,107,2019-09-06T18:29:07,2017-06-16T02:07:18,812,0,0,0,0,0,0,0,81,18,196,57,139,98,26,72,"{'Java': 132843, 'Shell': 160}",
https://github.com/leoloobeek/LAPSToolkit,github.com,/leoloobeek/LAPSToolkit,241,55,241,0,32,22,2018-01-31T14:45:34,2016-04-27T00:06:20,644,0,0,0,0,0,0,21,0,1,1,0,1,0,0,0,{'PowerShell': 94012},
https://github.com/leonli96/python-hacklib,github.com,/leonli96/python-hacklib,74,24,74,2,73,100,2019-08-26T07:09:39,2016-05-27T20:21:30,1185,0,0,0,0,0,0,95,2,2,10,4,6,5,0,5,{'Python': 38933},
https://github.com/leonteale/pentestpackage,github.com,/leonteale/pentestpackage,487,239,487,0,5884,142,2018-10-09T14:11:19,2014-04-25T00:52:53,1628,0,0,0,0,20,59,33,25,5,6,2,4,4,0,4,"{'Shell': 244510, 'Java': 86385, 'Python': 26980, 'Perl': 22142, 'PHP': 15108, 'Batchfile': 7652, 'ASP': 6978, 'HTML': 1661, 'C': 1448, 'ColdFusion': 807, 'Ruby': 698}",
https://github.com/leunammejii/osweep,github.com,/leunammejii/osweep,150,29,150,8,45658,279,2019-06-24T01:33:20,2018-10-13T22:43:44,253,0,0,0,0,0,0,0,0,217,4,0,4,0,0,0,"{'Python': 105224, 'Shell': 92}",
https://github.com/leviathan-framework/leviathan,github.com,/leviathan-framework/leviathan,805,197,805,3,1370,35,2018-10-03T15:40:47,2017-04-26T17:29:00,524,0,0,0,0,0,0,0,32,3,15,2,13,5,0,5,"{'Python': 94816, 'Shell': 1002}","paramiko
shodan
bs4
lxml
google-api-python-client
requests"
https://github.com/lgandx/PCredz,github.com,/lgandx/PCredz,749,243,749,0,67,48,2019-07-17T21:32:08,2014-04-07T02:41:27,1927,0,0,0,0,29,0,6,1,9,29,5,24,13,2,11,{'Python': 31584},
https://github.com/lgandx/Responder,github.com,/lgandx/Responder,1612,294,1612,0,1640,336,2019-08-20T02:20:42,2013-02-12T06:07:44,2379,0,0,0,65,52,35,113,43,18,106,11,95,40,2,38,"{'Python': 576342, 'Shell': 3471, 'HTML': 1191}",
https://github.com/lgandx/Responder-Windows,github.com,/lgandx/Responder-Windows,268,84,268,0,7916,16,2016-11-12T15:30:07,2015-02-07T23:02:00,643,0,0,0,0,0,1,15,0,0,7,1,6,0,0,0,"{'Python': 450291, 'Shell': 2144, 'HTML': 1191}",
https://github.com/libeclipse/blind-sql-bitshifting,github.com,/libeclipse/blind-sql-bitshifting,51,28,51,0,37,54,2017-12-02T20:22:55,2016-02-17T22:16:43,653,0,0,0,0,0,0,52,2,0,3,1,2,2,1,1,{'Python': 4892},
https://github.com/lifanov/dnsmap,github.com,/lifanov/dnsmap,1,2,1,2,69,4,2017-06-28T17:55:02,2017-01-06T15:21:55,173,0,0,0,0,0,0,0,4,0,1,0,1,1,0,1,"{'C': 34557, 'Shell': 311, 'Makefile': 259}",
https://github.com/lightbulb-framework/lightbulb-framework,github.com,/lightbulb-framework/lightbulb-framework,428,72,428,0,929,67,2018-06-07T09:31:16,2016-11-03T18:30:56,580,0,0,0,0,0,0,24,41,2,14,5,9,5,0,5,"{'Python': 790078, 'Yacc': 267605, 'C': 46517, 'Shell': 4829, 'Makefile': 149}","-e git+https://github.com/GeorgeArgyros/symautomata#egg=symautomata-0.0.12
-e git+https://github.com/GeorgeArgyros/sfalearn#egg=sfalearn-0.0.10"
https://github.com/lightos/Panoptic,github.com,/lightos/Panoptic,262,73,262,0,160,185,2017-09-27T03:43:56,2013-03-07T00:53:29,1665,0,0,0,167,11,4,0,3,0,22,8,14,4,1,3,{'Python': 28864},
https://github.com/lightos/credmap,github.com,/lightos/credmap,368,90,368,0,112,116,2017-12-01T17:26:55,2015-11-12T21:16:51,749,0,0,0,0,0,59,54,3,0,29,11,18,10,0,10,{'Python': 51412},
https://github.com/lightos/credmap#sthash.buzbAKdv.dpuf,github.com,/lightos/credmap,368,90,368,0,112,116,2017-12-01T17:26:55,2015-11-12T21:16:51,749,0,0,0,0,0,59,54,3,0,29,11,18,10,0,10,{'Python': 51412},
