tool_link,tool_link_host,tool_link_path,stars_count,forks_count,watchers_count,releases_count,size_KB,commit_total_number,last_commit_date,first_commit_date,maintenance_period_days,commit_number_2010_2011,commit_number_2011_2012,commit_number_2012_2013,commit_number_2013_2014,commit_number_2014_2015,commit_number_2015_2016,commit_number_2016_2017,commit_number_2017_2018,commit_number_2018_2019,issues_all_count,issues_open_count,issues_closed_count,pr_all_count,pr_open_count,pr_closed_count,languages,requirements_txt
https://github.com/ajinabraham/CMSScan,github.com,/ajinabraham/CMSScan,684,91,684,0,734,35,2019-08-01T19:17:38,2018-11-15T08:49:22,259,0,0,0,0,0,0,0,0,32,21,4,17,5,1,4,"{'CSS': 104947, 'JavaScript': 20774, 'Python': 9856, 'HTML': 8877, 'Dockerfile': 696, 'Shell': 653}","Flask
Flask-BasicAuth
requests
gunicorn
fake_useragent
droopescan"
https://github.com/ajinabraham/Mobile-Security-Framework-MobSF,github.com,/ajinabraham/Mobile-Security-Framework-MobSF,4656,1415,4656,27,358211,1192,2019-10-17T15:59:38,2015-01-31T04:36:01,1720,0,0,0,0,0,90,201,195,316,1126,10,1116,341,1,340,"{'JavaScript': 681084, 'Python': 590499, 'HTML': 449831, 'CSS': 245924, 'Shell': 17208, 'Batchfile': 8732, 'Dockerfile': 3249}","Django==2.2.6
pdfkit==0.6.1
androguard==3.3.5
lxml==4.3.3
rsa==4.0
biplist==1.0.3
requests==2.22.0
bs4==0.0.1
colorlog==4.0.2
macholib==1.11
google-play-scraper==0.0.1.1
whitenoise==4.1.4
waitress==1.3.1
gunicorn==19.9.0
frida==12.7.5
psutil==5.6.3
shelljob==0.5.6
asn1crypto==1.0.1
oscrypto==1.0.0
#Do not update the following
pyparsing<2.3
click<7
http-tools==1.0.1"
https://github.com/ajinabraham/NodeJsScan,github.com,/ajinabraham/NodeJsScan,840,184,840,10,5089,240,2019-10-10T00:41:32,2015-02-27T12:52:46,1685,0,0,0,0,0,20,3,74,73,131,8,123,96,1,95,"{'Python': 40253, 'HTML': 29178, 'JavaScript': 5388, 'CSS': 3467, 'Dockerfile': 1093, 'Shell': 177}","flask==1.1.1
jinja2==2.10.3
defusedxml==0.6.0
jsbeautifier==1.10.2
sqlalchemy==1.3.10
psycopg2-binary==2.8.3
gunicorn==19.9.0"
https://github.com/ajinabraham/OAuth-Request-Crafter,github.com,/ajinabraham/OAuth-Request-Crafter,6,1,6,0,236,9,2014-07-31T13:44:51,2014-06-26T06:05:30,35,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,{'Visual Basic': 66583},
https://github.com/ajinabraham/Xenotix-xBOT,github.com,/ajinabraham/Xenotix-xBOT,27,13,27,0,9,5,2018-06-18T09:11:03,2014-06-01T17:24:06,1477,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,{'Python': 11670},
https://github.com/ajinabraham/YSO-Mobile-Security-Framework,github.com,/ajinabraham/YSO-Mobile-Security-Framework,4656,1415,4656,27,358211,1192,2019-10-17T15:59:38,2015-01-31T04:36:01,1720,0,0,0,0,0,90,201,195,316,1126,10,1116,341,1,340,"{'JavaScript': 681084, 'Python': 590499, 'HTML': 449831, 'CSS': 245924, 'Shell': 17208, 'Batchfile': 8732, 'Dockerfile': 3249}","Django==2.2.6
pdfkit==0.6.1
androguard==3.3.5
lxml==4.3.3
rsa==4.0
biplist==1.0.3
requests==2.22.0
bs4==0.0.1
colorlog==4.0.2
macholib==1.11
google-play-scraper==0.0.1.1
whitenoise==4.1.4
waitress==1.3.1
gunicorn==19.9.0
frida==12.7.5
psutil==5.6.3
shelljob==0.5.6
asn1crypto==1.0.1
oscrypto==1.0.0
#Do not update the following
pyparsing<2.3
click<7
http-tools==1.0.1"
https://github.com/akavel/up,github.com,/akavel/up,4730,97,4730,6,806,117,2019-03-29T14:00:44,2018-03-03T15:17:03,390,0,0,0,0,0,0,0,0,115,43,18,25,17,4,13,{'Go': 23101},
https://github.com/aker-gateway/Aker,github.com,/aker-gateway/Aker,467,67,467,4,239,92,2019-03-02T19:34:24,2016-10-29T11:30:18,854,0,0,0,0,0,0,20,58,10,94,39,55,19,2,17,{'Python': 139798},"configparser
urwid
paramiko
redis
wcwidth"
https://github.com/al0ne/Vxscan,github.com,/al0ne/Vxscan,796,230,796,0,4881,68,2019-10-09T09:50:02,2019-06-13T11:01:37,117,0,0,0,0,0,0,0,0,0,22,1,21,4,1,3,"{'Python': 123941, 'HTML': 8047}","requests
pyfiglet
fake-useragent
beautifulsoup4
tldextract
python-nmap
geoip2
lxml
pymongo
virustotal_python
dnspython
pysocks
chardet"
https://github.com/alberties/Ghostfuscator,github.com,/alberties/Ghostfuscator,30,6,30,0,9,8,2019-07-07T19:53:53,2019-06-08T22:37:16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{'Python': 3320},
https://github.com/alexandreborges/malwoverview,github.com,/alexandreborges/malwoverview,285,64,285,0,4969,276,2019-10-16T19:09:48,2018-09-08T02:08:49,403,0,0,0,0,0,0,0,0,143,6,1,5,3,0,3,{'Python': 75356},"pefile==2018.8.8
python-magic==0.4.15
colorama==0.4.1
simplejson==3.15.0
requests==2.21.0
validators==0.12.4"
https://github.com/alexdetrano/4CAN,github.com,/alexdetrano/4CAN,64,25,64,0,9095,5,2019-10-08T14:15:52,2019-08-05T13:45:49,64,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,"{'Python': 3495, 'Shell': 1440, 'HTML': 76}",
https://github.com/alfresco/prowler,github.com,/alfresco/prowler,1756,320,1756,10,993,767,2019-10-17T20:11:27,2016-06-30T01:20:16,1204,0,0,0,0,0,0,68,213,282,397,23,374,228,0,228,"{'Shell': 253175, 'Python': 8255, 'Dockerfile': 422}",
https://github.com/alias1/sparty,github.com,/alias1/sparty,3,2,3,0,152,7,2013-11-12T08:04:49,2013-11-12T01:14:00,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,{'Python': 105996},
https://github.com/aliasrobotics/aztarna,github.com,/aliasrobotics/aztarna,61,14,61,0,7139,266,2019-10-18T10:20:58,2018-08-23T07:05:44,421,0,0,0,0,0,0,0,0,174,40,3,37,22,0,22,"{'Python': 95792, 'Dockerfile': 1021, 'Shell': 81}","aiohttp==3.5.4
aiohttp-xmlrpc==0.7.4
alabaster==0.7.12
argcomplete==1.9.5
asn1crypto==0.24.0
async-timeout==3.0.1
attrs==19.1.0
Babel==2.6.0
certifi==2019.3.9
cffi==1.12.2
chardet==3.0.4
Click==7.0
click-plugins==1.1.1
colorama==0.4.1
cryptography==2.6.1
dnspython==1.16.0
docutils==0.14
idna==2.8
idna-ssl==1.1.0
imagesize==1.1.0
ipwhois==1.1.0
Jinja2==2.10.1
lxml==4.3.3
MarkupSafe==1.1.1
multidict==4.5.2
packaging==19.0
property==2.2
pycparser==2.19
Pygments==2.3.1
pyparsing==2.4.0
pytz==2019.1
requests==2.22.0
scapy==2.4.2
shodan==1.12.1
six==1.12.0
snowballstemmer==1.2.1
Sphinx==2.0.1
sphinxcontrib-applehelp==1.0.1
sphinxcontrib-devhelp==1.0.1
sphinxcontrib-htmlhelp==1.0.2
sphinxcontrib-jsmath==1.0.1
sphinxcontrib-qthelp==1.0.2
sphinxcontrib-serializinghtml==1.1.3
sphinxcontrib-websupport==1.1.0
urllib3>=1.24.2
uvloop==0.12.2
XlsxWriter==1.1.6
yarl==1.3.0"
https://github.com/alienwithin/OWASP-mth3l3m3nt-framework,github.com,/alienwithin/OWASP-mth3l3m3nt-framework,123,49,123,2,27664,72,2017-08-09T20:48:29,2015-07-14T07:59:32,757,0,0,0,0,0,49,19,4,0,2,0,2,0,0,0,"{'HTML': 2200890, 'PHP': 512020, 'CSS': 350583, 'JavaScript': 149584, 'PLSQL': 58223, 'ApacheConf': 8161, 'Nginx': 825}",
https://github.com/allinurl/goaccess,github.com,/allinurl/goaccess,9976,695,9976,0,5220,2898,2019-09-10T22:57:12,2010-07-09T17:28:13,3350,103,7,12,171,450,656,709,492,233,1571,269,1302,194,4,190,"{'C': 844207, 'JavaScript': 74851, 'Roff': 37028, 'CSS': 18082, 'HTML': 11164, 'M4': 8711, 'Makefile': 6852, 'C++': 5303, 'Dockerfile': 1374}",
https://github.com/almandin/fuxploider,github.com,/almandin/fuxploider,1358,236,1358,3,764,127,2019-06-12T12:57:39,2017-07-14T09:30:06,698,0,0,0,0,0,0,0,79,43,28,5,23,11,0,11,"{'Python': 35541, 'Dockerfile': 404, 'PHP': 20, 'Java': 11}","requests
coloredlogs
beautifulsoup4"
https://github.com/alphasoc/flightsim,github.com,/alphasoc/flightsim,374,57,374,8,1902,79,2019-09-18T20:44:38,2018-01-10T12:58:56,616,0,0,0,0,0,0,0,0,22,16,5,11,0,0,0,{'Go': 26968},
https://github.com/alyakhtar/katastrophe,github.com,/alyakhtar/katastrophe,80,16,80,0,330,73,2017-02-03T20:46:39,2016-05-28T05:44:48,251,0,0,0,0,0,0,71,2,0,20,2,18,9,0,9,{'Python': 72842},
https://github.com/am0nt31r0/OSINT-Search,github.com,/am0nt31r0/OSINT-Search,32,9,32,0,81,58,2019-05-02T21:11:25,2019-04-14T19:34:09,18,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,{'Python': 40432},"validate_email
opencnam
git+https://github.com/abenassi/Google-Search-API
pyfiglet
validators
shodan
phonenumbers
fullcontact.py
censys
requests"
https://github.com/anandtiwarics/archerysec,github.com,/anandtiwarics/archerysec,1217,293,1217,4,64404,848,2019-10-06T05:54:14,2017-12-04T12:37:26,670,0,0,0,0,0,0,0,108,510,320,32,288,199,0,199,"{'JavaScript': 985316, 'HTML': 933294, 'Python': 885026, 'CSS': 239078, 'Lua': 7802, 'TSQL': 2899, 'Shell': 2500, 'Dockerfile': 1650}","django-notifications-hq==1.5.0
asn1crypto==0.23.0
astroid
backports.functools-lru-cache==1.5
certifi==2019.3.9
cffi==1.11.2
chardet==3.0.4
click==7.0
configparser==3.5.0
coreapi==2.3.3
coreapi-cli==1.0.9
coreschema==0.0.4
cryptography==2.3
cssselect2==0.2.1
defusedxml==0.5.0
Django
django-appconf==1.0.2
django-background-tasks==1.2.0
django-compat==1.0.15
django-cryptography==0.3
django-debug-toolbar==1.10.1
django-easy-pdf==0.1.1
django-fernet-fields==0.5
django-settings-export==1.2.1
django-sitetree==1.12.0
django-stronghold==0.3.0
djangorestframework==3.9.1
djangorestframework-jwt==1.11.0
dnspython==1.16.0
enum34==1.1.6
future
futures
gunicorn==19.9.0
html5lib==1.0.1
httplib2==0.12.1
idna==2.6
ipaddress==1.0.18
isort==4.3.17
itypes==1.1.0
Jinja2==2.10.1
jira==2.0.0
lazy-object-proxy==1.3.1
lxml==4.3.3
MarkupSafe==1.0
mccabe==0.6.1
oauthlib==2.0.7
openvas_lib
ordereddict==1.1
pbr==4.0.3
pdfrw==0.4
Pillow==6.0.0
psycopg2-binary==2.7.5
PyBurprestapi
pycparser==2.18
PyJWT==1.6.1
pylint==1.9.3
PyPDF2==1.26.0
Pyphen==0.9.4
python-nmap==0.6.1
python-owasp-zap-v2.4==0.0.13
python-taint==0.40
python-whois==0.6.2
pytz==2017.3
reportlab==3.4.0
requests==2.20.0
requests-oauthlib==0.8.0
requests-toolbelt==0.8.0
selenium==3.8.0
singledispatch==3.4.0.3
six==1.11.0
tinycss2
uritemplate==3.0.0
urllib3
webencodings==0.5.1
whitenoise==3.3.0
wrapt==1.10.11
xhtml2pdf==0.2.3
beautifulsoup4==4.7.1
django-import-export==1.2.0
django-s3-storage==0.12.4"
https://github.com/anarcoder/google_explorer,github.com,/anarcoder/google_explorer,171,93,171,0,138,140,2018-12-01T10:49:41,2016-08-08T11:58:24,844,0,0,0,0,0,0,53,47,40,63,2,61,42,0,42,{'Python': 98457},"beautifulsoup4
docopt
lxml
selenium
requests"
https://github.com/andresriancho/nimbostratus,github.com,/andresriancho/nimbostratus,292,48,292,0,626,54,2014-02-04T21:27:55,2013-08-20T16:53:25,168,0,0,0,53,1,0,0,0,0,9,6,3,1,0,1,{'Python': 44146},"nose==1.3.0
boto==2.10.0
httpretty==0.6.3
requests==1.2.3"
https://github.com/andresriancho/w3af,github.com,/andresriancho/w3af,2870,895,2870,4,173263,16850,2019-09-30T12:15:07,2008-01-31T20:26:58,4259,2038,2323,2954,2370,1287,1752,41,395,944,18176,1339,16837,218,21,197,"{'Python': 9522109, 'HTML': 3164562, 'Roff': 128291, 'JavaScript': 59124, 'Shell': 15797, 'C': 13307, 'Rebol': 6598, 'Smarty': 5640, 'Assembly': 4300, 'Dockerfile': 3820, 'Perl': 2636, 'ASP': 2416, 'C++': 2157, 'PHP': 1589, 'Java': 803, 'PLpgSQL': 536, 'TSQL': 466, 'Hack': 4}",
https://github.com/andrewmichaelsmith/bluepot,github.com,/andrewmichaelsmith/bluepot,96,18,96,0,13284,11,2015-12-10T22:25:37,2014-02-06T07:48:55,672,0,0,0,0,8,3,0,0,0,1,1,0,0,0,0,{'Java': 184878},
https://github.com/androguard/androguard,github.com,/androguard/androguard,2717,726,2717,16,87607,2037,2019-10-18T08:19:34,2010-10-25T14:48:39,3279,68,200,165,27,105,229,17,493,375,751,105,646,325,3,322,{'Python': 1377399},"networkx>=2.2
pygments>=2.3.1
lxml>=4.3.0
colorama>=0.4.1
matplotlib>=3.0.2
asn1crypto>=0.24.0
click>=7.0
pydot>=1.4.1
ipython>=5.0.0"
https://github.com/andymccurdy/redis-py,github.com,/andymccurdy/redis-py,7943,1728,7943,0,2492,1377,2019-10-18T07:47:27,2009-11-06T10:16:41,3632,124,194,101,211,188,48,49,90,254,1229,201,1028,491,60,431,"{'Python': 416866, 'Shell': 7798, 'Ruby': 1170}",
https://github.com/anestisb/WeBaCoo,github.com,/anestisb/WeBaCoo,133,39,133,0,1064,40,2012-03-11T22:37:09,2011-11-29T02:29:42,103,0,21,19,0,0,0,0,0,0,3,1,2,0,0,0,"{'Perl': 40199, 'Ruby': 5712}",
https://github.com/angr/angr,github.com,/angr/angr,3831,650,3831,0,40276,9887,2019-10-20T14:24:13,2013-08-16T04:09:11,2256,0,0,0,422,1999,2580,2012,1448,714,1758,454,1304,779,58,721,"{'Python': 4832427, 'C++': 39420, 'C': 6375, 'Makefile': 620, 'Dockerfile': 493}",
https://github.com/angr/heaphopper,github.com,/angr/heaphopper,155,14,155,0,1333,101,2019-07-26T11:37:32,2018-02-28T00:38:21,513,0,0,0,0,0,0,0,0,72,11,5,6,4,2,2,"{'Python': 128709, 'C': 16155, 'Makefile': 1090, 'Shell': 132}","pyelftools
cle
ana
claripy
angr
pyyaml
psutil
IPython"
https://github.com/anilbaranyelken/arpag,github.com,/anilbaranyelken/arpag,47,16,47,0,129,15,2018-04-03T21:08:50,2018-03-11T18:39:11,23,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,{'Python': 9081},
https://github.com/anilbaranyelken/tulpar,github.com,/anilbaranyelken/tulpar,160,58,160,0,36,21,2017-09-04T09:20:08,2017-08-29T17:03:35,5,0,0,0,0,0,0,0,21,0,12,8,4,8,5,3,{'Python': 44515},
https://github.com/anshumanbh/git-all-secrets,github.com,/anshumanbh/git-all-secrets,706,140,706,0,113,86,2019-06-25T05:33:05,2017-06-11T05:31:08,744,0,0,0,0,0,0,0,42,34,48,3,45,15,0,15,"{'Go': 33656, 'Dockerfile': 1668, 'Shell': 89}",
https://github.com/anshumanbh/kubebot,github.com,/anshumanbh/kubebot,141,25,141,0,21871,14,2018-06-02T05:34:42,2017-07-11T07:29:27,325,0,0,0,0,0,0,0,12,2,1,0,1,0,0,0,"{'Python': 188641, 'Go': 86699, 'Makefile': 1432, 'Shell': 547}",
https://github.com/ant4g0nist/lisa.py,github.com,/ant4g0nist/lisa.py,577,101,577,0,1190,42,2017-07-03T13:15:45,2015-01-21T14:27:23,893,0,0,0,0,0,28,9,5,0,9,0,9,4,0,4,"{'Python': 118135, 'C': 5811, 'C++': 667, 'Objective-C': 236, 'Assembly': 64}","requests
capstone"
https://github.com/anteater/anteater,github.com,/anteater/anteater,52,2,52,1,53639,261,2019-01-09T07:39:44,2016-08-17T14:49:19,874,0,0,0,0,0,0,115,103,41,58,10,48,17,1,16,"{'Python': 57539, 'Shell': 2710, 'Dockerfile': 1523}","anteater==0.15
appdirs==1.4.3
binaryornot==0.4.4
certifi==2018.1.18
chardet==3.0.2
docopt==0.6.2
idna==2.6
invoke==0.18.0
packaging==16.8
pyaml==16.12.2
pylimit==0.1.7
pyparsing==2.2.0
PyYAML==4.2b1
ratelimit==1.4.1
redis==2.10.6
requests==2.20.0
six==1.10.0"
https://github.com/anthemtotheego/SharpSploitConsole,github.com,/anthemtotheego/SharpSploitConsole,125,27,125,0,6546,34,2018-10-23T21:17:02,2018-10-02T18:44:47,21,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,{'C#': 34316},
https://github.com/antisnatchor/phishlulz,github.com,/antisnatchor/phishlulz,328,128,328,0,822,3,2016-11-23T06:11:05,2016-11-16T19:16:33,6,0,0,0,0,0,0,3,0,0,8,5,3,0,0,0,{'Ruby': 18659},
https://github.com/aoh/radamsa,github.com,/aoh/radamsa,1105,133,1105,1,388,367,2018-06-16T10:58:27,2011-08-09T08:05:31,2503,0,123,134,2,4,32,49,19,4,54,6,48,22,0,22,{},
https://github.com/aol/moloch,github.com,/aol/moloch,3434,675,3434,0,30576,3244,2019-10-18T17:42:18,2012-07-06T16:12:26,2660,0,0,83,159,214,177,424,750,908,1201,113,1088,253,11,242,"{'JavaScript': 1100865, 'C': 1055124, 'Vue': 1024413, 'Perl': 431993, 'HTML': 202726, 'Shell': 52756, 'Makefile': 37134, 'Objective-C': 29409, 'Yacc': 22413, 'CSS': 20197, 'M4': 12868, 'C++': 12460, 'Python': 10168, 'Zeek': 4956, 'Dockerfile': 4130, 'Ruby': 1983, 'Lua': 1937, 'Groovy': 146, 'YARA': 104}",
https://github.com/apenwarr/sshuttle,github.com,/apenwarr/sshuttle,8993,671,8993,0,1143,414,2016-03-02T23:38:33,2010-05-01T20:15:37,2132,94,101,0,0,32,141,46,0,0,56,22,34,56,22,34,"{'Python': 167462, 'Shell': 119}",setuptools_scm
https://github.com/apg-intel/ipv6tools,github.com,/apg-intel/ipv6tools,101,10,101,0,7575,152,2018-06-24T02:05:41,2015-09-22T17:09:14,1005,0,0,0,0,0,94,38,17,3,18,5,13,3,0,3,"{'Python': 49272, 'Vue': 29697, 'JavaScript': 15419, 'HTML': 3685, 'CSS': 1630}","dnslib==0.9.7
Flask==0.12.2
Flask-SocketIO==2.8.6
gevent==1.2.1
gevent-websocket==0.10.1
netifaces==0.10.5
pcapy==0.11.1
scapy==2.3.3"
https://github.com/aploium/shootback,github.com,/aploium/shootback,650,187,650,0,249,80,2019-07-24T06:06:32,2016-04-28T15:07:56,1181,0,0,0,0,0,0,13,43,15,12,6,6,1,0,1,{'Python': 56023},
https://github.com/appneta/tcpreplay,github.com,/appneta/tcpreplay,538,173,538,26,11226,3072,2019-04-01T18:05:05,2002-03-29T03:44:47,6212,116,9,51,128,252,72,18,172,137,568,34,534,289,5,284,"{'C': 1755924, 'M4': 109196, 'Makefile': 57076, 'C++': 50946, 'Perl': 5647, 'Roff': 4307, 'Shell': 2526}",
https://github.com/aquasecurity/kube-hunter,github.com,/aquasecurity/kube-hunter,1737,221,1737,0,843,578,2019-10-20T12:41:02,2018-03-26T14:25:30,572,0,0,0,0,0,0,0,0,386,224,32,192,153,11,142,"{'Python': 157477, 'Dockerfile': 480}","enum34 ; python_version<='3.4'
netaddr
netifaces
scapy==2.4.3rc1
requests
PrettyTable
urllib3>=1.24.2,<1.25
ruamel.yaml
requests_mock
future
packaging"
https://github.com/archerysec/archerysec,github.com,/archerysec/archerysec,1217,293,1217,4,64404,848,2019-10-06T05:54:14,2017-12-04T12:37:26,670,0,0,0,0,0,0,0,108,510,320,32,288,199,0,199,"{'JavaScript': 985316, 'HTML': 933294, 'Python': 885026, 'CSS': 239078, 'Lua': 7802, 'TSQL': 2899, 'Shell': 2500, 'Dockerfile': 1650}","django-notifications-hq==1.5.0
asn1crypto==0.23.0
astroid
backports.functools-lru-cache==1.5
certifi==2019.3.9
cffi==1.11.2
chardet==3.0.4
click==7.0
configparser==3.5.0
coreapi==2.3.3
coreapi-cli==1.0.9
coreschema==0.0.4
cryptography==2.3
cssselect2==0.2.1
defusedxml==0.5.0
Django
django-appconf==1.0.2
django-background-tasks==1.2.0
django-compat==1.0.15
django-cryptography==0.3
django-debug-toolbar==1.10.1
django-easy-pdf==0.1.1
django-fernet-fields==0.5
django-settings-export==1.2.1
django-sitetree==1.12.0
django-stronghold==0.3.0
djangorestframework==3.9.1
djangorestframework-jwt==1.11.0
dnspython==1.16.0
enum34==1.1.6
future
futures
gunicorn==19.9.0
html5lib==1.0.1
httplib2==0.12.1
idna==2.6
ipaddress==1.0.18
isort==4.3.17
itypes==1.1.0
Jinja2==2.10.1
jira==2.0.0
lazy-object-proxy==1.3.1
lxml==4.3.3
MarkupSafe==1.0
mccabe==0.6.1
oauthlib==2.0.7
openvas_lib
ordereddict==1.1
pbr==4.0.3
pdfrw==0.4
Pillow==6.0.0
psycopg2-binary==2.7.5
PyBurprestapi
pycparser==2.18
PyJWT==1.6.1
pylint==1.9.3
PyPDF2==1.26.0
Pyphen==0.9.4
python-nmap==0.6.1
python-owasp-zap-v2.4==0.0.13
python-taint==0.40
python-whois==0.6.2
pytz==2017.3
reportlab==3.4.0
requests==2.20.0
requests-oauthlib==0.8.0
requests-toolbelt==0.8.0
selenium==3.8.0
singledispatch==3.4.0.3
six==1.11.0
tinycss2
uritemplate==3.0.0
urllib3
webencodings==0.5.1
whitenoise==3.3.0
wrapt==1.10.11
xhtml2pdf==0.2.3
beautifulsoup4==4.7.1
django-import-export==1.2.0
django-s3-storage==0.12.4"
https://github.com/argos83/ritm,github.com,/argos83/ritm,79,26,79,1,185,36,2019-07-09T09:43:14,2016-05-23T06:24:18,1142,0,0,0,0,0,0,31,4,0,25,5,20,16,0,16,{'Ruby': 43562},
https://github.com/arismelachroinos/lscript,github.com,/arismelachroinos/lscript,1774,582,1774,0,471,301,2019-08-02T13:12:31,2017-04-18T14:13:51,835,0,0,0,0,0,0,0,292,6,172,39,133,14,1,13,{'Shell': 321504},
https://github.com/arkadiyt/aws_public_ips,github.com,/arkadiyt/aws_public_ips,390,38,390,7,56,29,2018-10-27T01:56:40,2018-05-14T01:27:27,166,0,0,0,0,0,0,0,0,29,33,8,25,19,3,16,{'Ruby': 34742},
https://github.com/arlolra/ctypes-otr,github.com,/arlolra/ctypes-otr,29,7,29,0,384,221,2016-12-15T03:27:16,2013-11-13T21:56:49,1127,0,0,0,3,84,81,53,0,0,95,16,79,18,2,16,"{'JavaScript': 116709, 'C++': 22649, 'Makefile': 713, 'CSS': 328}",
https://github.com/armourbird/csf,github.com,/armourbird/csf,27,3,27,0,95,4,2019-08-07T22:03:56,2019-08-07T20:55:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Shell': 107720, 'Python': 17956, 'HTML': 12833, 'CSS': 1316, 'Dockerfile': 836}",
https://github.com/arnaucode/coffeeMiner,github.com,/arnaucode/coffeeMiner,941,264,941,0,2738,4,2018-01-04T11:25:03,2017-12-17T23:22:05,17,0,0,0,0,0,0,0,3,1,36,22,14,5,3,2,"{'Python': 2490, 'Shell': 223, 'JavaScript': 86}",
https://github.com/arthastang/IoT-Home-Guard,github.com,/arthastang/IoT-Home-Guard,58,21,58,0,19509,73,2018-11-24T09:09:02,2018-08-13T08:35:35,103,0,0,0,0,0,0,0,0,73,4,1,3,3,0,3,{'Python': 6750},
https://github.com/arthastang/Router-Exploit-Shovel,github.com,/arthastang/Router-Exploit-Shovel,35,8,35,0,69909,47,2019-07-15T10:35:33,2019-04-12T07:49:35,94,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,{'Python': 465146},
https://github.com/arthepsy/ssh-audit,github.com,/arthepsy/ssh-audit,2370,211,2370,0,239,165,2016-11-02T10:45:56,2015-12-23T02:56:13,315,0,0,0,0,0,10,155,0,0,47,31,16,11,5,6,"{'Python': 123532, 'Shell': 1291}",
https://github.com/asciimoo/exrex,github.com,/asciimoo/exrex,446,55,446,0,443,140,2019-10-07T23:47:00,2012-05-27T11:13:45,2689,0,0,44,43,8,11,7,8,9,45,11,34,14,0,14,{'Python': 25638},
https://github.com/asciimoo/filtron,github.com,/asciimoo/filtron,74,14,74,0,130,51,2018-02-18T12:54:09,2016-05-25T22:01:30,633,0,0,0,0,0,0,45,5,1,8,5,3,4,2,2,"{'Go': 19222, 'HTML': 4292}",
https://github.com/asciimoo/wuzz,github.com,/asciimoo/wuzz,8393,300,8393,4,1155,214,2019-10-07T12:05:29,2017-01-30T21:23:21,979,0,0,0,0,0,0,0,204,5,119,28,91,59,6,53,{'Go': 71685},
https://github.com/aserper/DDEtect,github.com,/aserper/DDEtect,54,14,54,0,86,12,2017-11-24T15:44:41,2017-11-19T22:39:43,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,{'Python': 1617},
https://github.com/ashutosh1206/Crypton,github.com,/ashutosh1206/Crypton,727,108,727,2,1164,145,2019-10-14T11:40:18,2017-11-30T06:00:47,683,0,0,0,0,0,0,0,30,94,5,2,3,4,1,3,"{'Python': 160167, 'Dockerfile': 242, 'Shell': 107}",
https://github.com/atarantini/wpbf,github.com,/atarantini/wpbf,92,52,92,1,341,103,2015-06-11T23:37:19,2011-06-19T20:20:25,1453,0,94,5,1,0,3,0,0,0,38,8,30,5,2,3,{'Python': 28821},
https://github.com/atmoner/Ustealer,github.com,/atmoner/Ustealer,16,4,16,0,4,6,2017-08-13T12:04:11,2017-08-13T11:39:35,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,"{'C++': 6985, 'Makefile': 253}",
https://github.com/atmoner/nodeCrypto,github.com,/atmoner/nodeCrypto,49,26,49,1,280,14,2019-01-02T15:04:37,2018-12-20T12:49:36,13,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,"{'PHP': 1181880, 'Smarty': 5056, 'JavaScript': 3463, 'HTML': 184}",
https://github.com/attify/firmware-analysis-toolkit,github.com,/attify/firmware-analysis-toolkit,467,108,467,0,17,20,2018-07-08T08:22:44,2016-10-24T02:50:16,622,0,0,0,0,0,0,13,3,4,34,16,18,0,0,0,{'Python': 5398},
https://github.com/auraltension/c5scan,github.com,/auraltension/c5scan,16,6,16,0,20,29,2017-06-10T10:07:41,2014-05-27T08:48:24,1110,0,0,0,0,16,10,1,2,0,2,2,0,0,0,0,{'Python': 8823},
https://github.com/austin-taylor/flare,github.com,/austin-taylor/flare,289,57,289,1,28505,103,2019-09-25T05:20:47,2017-04-20T05:17:00,888,0,0,0,0,0,0,0,69,17,44,8,36,24,6,18,{'Python': 55649},"# Modules that have multiple dependencies and have trouble being installed through PIP
sklearn
scipy

# Modules available through PyPy
backport-ipaddress==0.1
pyasn==1.5.0b7
MarkupSafe==0.23
requests
tldextract==2.0.1
python-geoip
python-geoip-geolite2
elasticsearch
ConfigParser
pandas
python-whois
lxml"
https://github.com/avast-tl/retdec,github.com,/avast-tl/retdec,5016,586,5016,4,12629,1366,2019-10-18T12:22:40,2017-12-12T17:05:30,674,0,0,0,0,0,0,0,89,749,668,258,410,121,3,118,"{'C++': 14537599, 'YARA': 4536341, 'Python': 355930, 'CMake': 87759, 'C': 20388, 'Shell': 12295, 'Dockerfile': 1375, 'Makefile': 714}",
https://github.com/averonesis/kubolt,github.com,/averonesis/kubolt,53,10,53,0,1529,22,2019-08-05T08:31:44,2019-05-10T11:50:10,86,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,{'Python': 5362},"click==6.7
shodan==1.7.7
requests==2.18.4"
